Category	Firmware Capability	Firmware CmdID	Python CLI Command	Lean CLI Command	Lean Status	Notes
Slot Management	DATA_CMD_SET_SLOT_DATA_DEFAULT	1005	hw slot init	hw slot init	Implemented
Slot Management	DATA_CMD_SET_SLOT_ENABLE	1006	hw slot enable / disable	hw slot enable	Implemented
Slot Management	DATA_CMD_SET_SLOT_TAG_NICK	1007	hw slot nick (set)	hw slot nick set	Implemented
Slot Management	DATA_CMD_GET_SLOT_TAG_NICK	1008	hw slot nick (get)	hw slot nick get	Implemented
Slot Management	DATA_CMD_SLOT_DATA_CONFIG_SAVE	1009	hw slot store	hw slot store	Implemented
Slot Management	DATA_CMD_GET_ACTIVE_SLOT	1018	(part of hw slot list)	hw slot active	Implemented
Slot Management	DATA_CMD_GET_SLOT_INFO	1019	hw slot list	hw slot list	Implemented
Slot Management	DATA_CMD_DELETE_SLOT_TAG_NICK	1021	hw slot nick (delete)	hw slot nick delete	Implemented
Slot Management	DATA_CMD_GET_ENABLED_SLOTS	1023	(not seen as separate cmd)	hw slot enabled	Implemented
Slot Management	DATA_CMD_DELETE_SLOT_SENSE_TYPE	1024	hw slot delete	hw slot delete	Implemented
Slot Management	DATA_CMD_GET_ALL_SLOT_NICKS	1038	(not seen as separate cmd)	hw slot nick list	Implemented
Slot Management	(composite, no single cmd)	-	hw slot openall	MISSING	Gap	python convenience command that opens+defaults all slots
HF Reader/14A	DATA_CMD_HF14A_SCAN	2000	hf 14a scan / hf 14a info	hf 14a scan	Implemented
HF Reader/14A	DATA_CMD_HF14A_SCAN_KEEP	2016	(folded into hf 14a info/raw flow)	hf 14a scankeep	Implemented
HF Reader/14A	DATA_CMD_HF14A_RAW	2010	hf 14a raw / hw raw	hf 14a raw	Implemented
HF Reader/14A	DATA_CMD_HF14A_SNIFF	2020	hf 14a sniff	hf 14a sniff	TODO/Stub	registered, no logic yet
HF Reader/14A	DATA_CMD_HF14A_AUTH_TRACE	2017	hf 14a auth-trace	hf mf authtrace	Implemented
HF Reader/14A	DATA_CMD_HF14A_SET_FIELD_ON	2100	(internal use only)	MISSING	Gap	not exposed standalone in either CLI
HF Reader/14A	DATA_CMD_HF14A_SET_FIELD_OFF	2101	(internal use only)	MISSING	Gap	not exposed standalone in either CLI
HF Reader/14A	DATA_CMD_HF14A_GET_CONFIG	2200	hf 14a config (get)	hf 14a config get	Implemented
HF Reader/14A	DATA_CMD_HF14A_SET_CONFIG	2201	hf 14a config (set)	hf 14a config set	Implemented
HF MF1 Classic (reader/attack)	DATA_CMD_MF1_DETECT_SUPPORT	2001	implicit in autopwn/detect	hf mf info	Implemented
HF MF1 Classic (reader/attack)	DATA_CMD_MF1_DETECT_PRNG	2002	implicit in autopwn	hf mf nt	Implemented
HF MF1 Classic (reader/attack)	DATA_CMD_MF1_STATIC_NESTED_ACQUIRE	2003	hf mf senested / autopwn	hf mf staticnested	TODO/Stub
HF MF1 Classic (reader/attack)	DATA_CMD_MF1_DARKSIDE_ACQUIRE	2004	hf mf darkside	hf mf darkside	TODO/Stub
HF MF1 Classic (reader/attack)	DATA_CMD_MF1_DETECT_NT_DIST	2005	implicit in hf mf nested	hf mf ntdist	Implemented
HF MF1 Classic (reader/attack)	DATA_CMD_MF1_NESTED_ACQUIRE	2006	hf mf nested	hf mf nested	TODO/Stub
HF MF1 Classic (reader/attack)	DATA_CMD_MF1_AUTH_ONE_KEY_BLOCK	2007	implicit in rdbl/wrbl/fchk	hf mf auth	Implemented
HF MF1 Classic (reader/attack)	DATA_CMD_MF1_READ_ONE_BLOCK	2008	hf mf rdbl	hf mf rdbl	Implemented
HF MF1 Classic (reader/attack)	DATA_CMD_MF1_WRITE_ONE_BLOCK	2009	hf mf wrbl	hf mf wrbl	Implemented
HF MF1 Classic (reader/attack)	DATA_CMD_MF1_MANIPULATE_VALUE_BLOCK	2011	hf mf value	hf mf value	Implemented
HF MF1 Classic (reader/attack)	DATA_CMD_MF1_CHECK_KEYS_OF_SECTORS	2012	hf mf fchk	hf mf check	Implemented
HF MF1 Classic (reader/attack)	DATA_CMD_MF1_HARDNESTED_ACQUIRE	2013	hf mf hardnested	hf mf hardnested	TODO/Stub
HF MF1 Classic (reader/attack)	DATA_CMD_MF1_ENC_NESTED_ACQUIRE	2014	hf mf senested	hf mf encnested	TODO/Stub
HF MF1 Classic (reader/attack)	DATA_CMD_MF1_CHECK_KEYS_ON_BLOCK	2015	implicit in fchk	hf mf checkblk	Implemented
HF MF1 Classic (reader/attack)	(composite workflow, no single cmd)	-	hf mf autopwn	MISSING	Gap	orchestrates darkside/nested/hardnested/check automatically
HF MF1 Classic (reader/attack)	(composite workflow, no single cmd)	-	hf mf dump	MISSING	Gap	full-card dump to file
HF MF1 Classic (reader/attack)	(composite workflow, no single cmd)	-	hf mf clone	MISSING	Gap	write a full dump back to a blank/magic card
HF MF1 Classic (reader/attack)	(composite workflow, no single cmd)	-	hf mf view	MISSING	Gap	pretty-print tag memory or dump file
HF MF1 Emulator	DATA_CMD_MF1_WRITE_EMU_BLOCK_DATA	4000	hf mf eload	hf mf eload	Implemented
HF MF1 Emulator	DATA_CMD_MF1_READ_EMU_BLOCK_DATA	4008	hf mf esave / eview	hf mf eread	Implemented
HF MF1 Emulator	DATA_CMD_HF14A_SET_ANTI_COLL_DATA	4001	implicit in hf mf econfig	hf 14a anticoll set	Implemented
HF MF1 Emulator	DATA_CMD_HF14A_GET_ANTI_COLL_DATA	4018	(not seen as separate cmd)	hf 14a anticoll get	Implemented
HF MF1 Emulator	DATA_CMD_MF1_SET_DETECTION_ENABLE	4004	hf mf elog (enable)	hf mf econfig detection enable	Implemented
HF MF1 Emulator	DATA_CMD_MF1_GET_DETECTION_COUNT	4005	hf mf elog	hf mf econfig detection count	Implemented
HF MF1 Emulator	DATA_CMD_MF1_GET_DETECTION_LOG	4006	hf mf elog	hf mf econfig detection log	Implemented
HF MF1 Emulator	DATA_CMD_MF1_GET_DETECTION_ENABLE	4007	hf mf elog	hf mf econfig detection enable	Implemented	combined get/set under one Lean subcommand
HF MF1 Emulator	DATA_CMD_MF1_GET_EMULATOR_CONFIG	4009	hf mf econfig	hf mf econfig view	Implemented
HF MF1 Emulator	DATA_CMD_MF1_GET_GEN1A_MODE	4010	hf mf econfig	hf mf econfig gen1a	Implemented
HF MF1 Emulator	DATA_CMD_MF1_SET_GEN1A_MODE	4011	hf mf econfig	hf mf econfig gen1a	Implemented
HF MF1 Emulator	DATA_CMD_MF1_GET_GEN2_MODE	4012	hf mf econfig	hf mf econfig gen2	Implemented
HF MF1 Emulator	DATA_CMD_MF1_SET_GEN2_MODE	4013	hf mf econfig	hf mf econfig gen2	Implemented
HF MF1 Emulator	DATA_CMD_MF1_GET_BLOCK_ANTI_COLL_MODE	4014	hf mf econfig	hf mf econfig coll	Implemented
HF MF1 Emulator	DATA_CMD_MF1_SET_BLOCK_ANTI_COLL_MODE	4015	hf mf econfig	hf mf econfig coll	Implemented
HF MF1 Emulator	DATA_CMD_MF1_GET_WRITE_MODE	4016	hf mf econfig	hf mf econfig write	Implemented
HF MF1 Emulator	DATA_CMD_MF1_SET_WRITE_MODE	4017	hf mf econfig	hf mf econfig write	Implemented
HF MF1 Emulator	DATA_CMD_MF1_GET_FIELD_OFF_DO_RESET	4039	hf mf econfig	hf mf econfig fieldreset get	Implemented
HF MF1 Emulator	DATA_CMD_MF1_SET_FIELD_OFF_DO_RESET	4038	hf mf econfig	hf mf econfig fieldreset set	Implemented
HF MF1 Emulator	DATA_CMD_MF1_GET_PRNG_TYPE	4040	hw slot prng (get)	hf mf econfig prng get	Implemented	python nests this under hw slot, not hf mf
HF MF1 Emulator	DATA_CMD_MF1_SET_PRNG_TYPE	4041	hw slot prng (set)	hf mf econfig prng set	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_GET_UID_MAGIC_MODE	4019	hf mfu econfig	hf mfu uidmagic get	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_SET_UID_MAGIC_MODE	4020	hf mfu econfig	hf mfu uidmagic set	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_READ_EMU_PAGE_DATA	4021	hf mfu rdpg / eview	hf mfu rdpg	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_WRITE_EMU_PAGE_DATA	4022	hf mfu wrpg / eload	hf mfu wrpg	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_GET_VERSION_DATA	4023	hf mfu version	hf mfu version get	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_SET_VERSION_DATA	4024	hf mfu version	hf mfu version set	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_GET_SIGNATURE_DATA	4025	hf mfu signature	hf mfu signature get	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_SET_SIGNATURE_DATA	4026	hf mfu signature	hf mfu signature set	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_GET_COUNTER_DATA	4027	hf mfu ercnt	hf mfu counter get	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_SET_COUNTER_DATA	4028	hf mfu ewcnt	hf mfu counter set	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_RESET_AUTH_CNT	4029	(not seen as separate cmd)	hf mfu resetauth	Implemented	Lean exposes this ahead of visible python coverage
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_GET_PAGE_COUNT	4030	(not seen as separate cmd)	hf mfu pages	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_GET_WRITE_MODE	4031	hf mfu econfig	hf mfu write get	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_SET_WRITE_MODE	4032	hf mfu econfig	hf mfu write set	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_SET_DETECTION_ENABLE	4033	hf mfu edetect	hf mfu detection enable	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_GET_DETECTION_COUNT	4034	hf mfu edetect	hf mfu detection count	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_GET_DETECTION_LOG	4035	hf mfu edetect	hf mfu detection log	Implemented
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_GET_DETECTION_ENABLE	4036	hf mfu edetect	hf mfu detection enable	Implemented	combined get/set under one Lean subcommand
HF MF0/Ultralight (mfu)	DATA_CMD_MF0_NTAG_GET_EMULATOR_CONFIG	4037	hf mfu econfig	MISSING	Gap	no single "econfig view" leaf seen in Lean list
HF MF0/Ultralight (mfu)	(higher-level workflow)	-	hf mfu authnonce	MISSING	Gap	MFU-C authentication nonce capture
HF MF0/Ultralight (mfu)	(higher-level workflow)	-	hf mfu ulcg	MISSING	Gap	Giantec ULCG/USCUID-UL key recovery
HF MF0/Ultralight (mfu)	(higher-level workflow)	-	hf mfu dump	MISSING	Gap	full-tag page dump to file
HF DESFire	(rides on raw APDU, no dedicated DATA_CMD)	-	hf des info	MISSING	Gap	DESFire card info via APDU
HF DESFire	(rides on raw APDU, no dedicated DATA_CMD)	-	hf des chk	MISSING	Gap	DESFire key checking via APDU
HF SEOS	DATA_CMD_SEOS_READ_EMU_DATA	4042	hf seos eview	hf seos read	Implemented
HF SEOS	DATA_CMD_SEOS_WRITE_EMU_DATA	4043	hf seos eload	hf seos write	Implemented
HF SEOS	DATA_CMD_SEOS_WRITE_EMU_KEYS	4044	hf seos keys	hf seos keys	Implemented
HF ISO14443-4/EMV	DATA_CMD_HF14A_4_APDU_RECV	6000	emv apdu (relay)	hf emv relay recv	Implemented
HF ISO14443-4/EMV	DATA_CMD_HF14A_4_APDU_SEND	6001	emv apdu (relay)	hf emv relay send	Implemented
HF ISO14443-4/EMV	DATA_CMD_HF14A_4_SET_ANTI_COLL	6002	implicit in emv load	hf emv anticoll set	Implemented
HF ISO14443-4/EMV	DATA_CMD_HF14A_4_STATIC_RESP	6003	emv load	hf emv static add / clear	Implemented
HF ISO14443-4/EMV	DATA_CMD_HF14A_4_READER_APDU	6004	hf 14a raw / emv apdu	hf emv apdu	Implemented
HF ISO14443-4/EMV	DATA_CMD_HF14A_4_EMV_SCAN	6005	emv scan	hf emv scan	Implemented
HF ISO14443-4/EMV	(unnamed cmd, literal 6010)	6010	emv debug	MISSING	Gap	T=CL debug counters
LF EM410x	DATA_CMD_EM410X_SCAN	3000	lf em 410x read	lf em 410x read	Implemented
LF EM410x	DATA_CMD_EM410X_WRITE_TO_T55XX	3001	lf em 410x write	lf em 410x write	Implemented
LF EM410x	DATA_CMD_EM410X_ELECTRA_WRITE_TO_T55XX	3006	(folded into lf em 410x write?)	lf em 410x write	Implemented	verify Electra variant flag exists in Lean write cmd
LF EM410x	DATA_CMD_EM410X_SET_EMU_ID	5000	lf em 410x econfig	lf em 410x emu set	Implemented
LF EM410x	DATA_CMD_EM410X_GET_EMU_ID	5001	lf em 410x econfig	lf em 410x emu get	Implemented
LF EM4x05	DATA_CMD_EM4X05_SCAN	3030	lf em 4x05 read	lf em 4x05 read	Implemented
LF EM4x05	DATA_CMD_EM4X05_READSNIFF	3032	MISSING (firmware handler unregistered)	MISSING	Gap	defined in firmware but not wired up; nothing to expose yet
LF HID Prox	DATA_CMD_HIDPROX_SCAN	3002	lf hid prox read	lf hid read	Implemented
LF HID Prox	DATA_CMD_HIDPROX_WRITE_TO_T55XX	3003	lf hid prox write	lf hid write	Implemented
LF HID Prox	DATA_CMD_HIDPROX_SET_EMU_ID	5002	lf hid prox econfig	lf hid emu set	Implemented
LF HID Prox	DATA_CMD_HIDPROX_GET_EMU_ID	5003	lf hid prox econfig	lf hid emu get	Implemented
LF ioProx	DATA_CMD_IOPROX_SCAN	3010	lf ioprox read	lf ioprox read	Implemented
LF ioProx	DATA_CMD_IOPROX_WRITE_TO_T55XX	3011	lf ioprox write	lf ioprox write	Implemented
LF ioProx	DATA_CMD_IOPROX_DECODE_RAW	3012	(folded into lf ioprox read)	lf ioprox decode	Implemented	Lean exposes as standalone leaf
LF ioProx	DATA_CMD_IOPROX_COMPOSE_ID	3013	(folded into lf ioprox write)	lf ioprox compose	Implemented	Lean exposes as standalone leaf
LF ioProx	DATA_CMD_IOPROX_SET_EMU_ID	5008	lf ioprox econfig	lf ioprox emu set	Implemented
LF ioProx	DATA_CMD_IOPROX_GET_EMU_ID	5009	lf ioprox econfig	lf ioprox emu get	Implemented
LF Viking	DATA_CMD_VIKING_SCAN	3004	lf viking read	lf viking read	Implemented
LF Viking	DATA_CMD_VIKING_WRITE_TO_T55XX	3005	lf viking write	lf viking write	Implemented
LF Viking	DATA_CMD_VIKING_SET_EMU_ID	5004	lf viking econfig	lf viking emu set	Implemented
LF Viking	DATA_CMD_VIKING_GET_EMU_ID	5005	lf viking econfig	lf viking emu get	Implemented
LF PAC	DATA_CMD_PAC_SCAN	3014	lf pac read	lf pac read	Implemented
LF PAC	DATA_CMD_PAC_WRITE_TO_T55XX	3015	lf pac write	lf pac write	Implemented
LF PAC	DATA_CMD_PAC_SET_EMU_ID	5006	lf pac econfig	lf pac emu set	Implemented
LF PAC	DATA_CMD_PAC_GET_EMU_ID	5007	lf pac econfig	lf pac emu get	Implemented
LF Jablotron	DATA_CMD_JABLOTRON_SCAN	3019	lf jablotron read	lf jablotron read	Implemented
LF Jablotron	DATA_CMD_JABLOTRON_WRITE_TO_T55XX	3020	lf jablotron write	lf jablotron write	Implemented
LF Jablotron	DATA_CMD_JABLOTRON_SET_EMU_ID	5010	lf jablotron econfig	lf jablotron emu set	Implemented
LF Jablotron	DATA_CMD_JABLOTRON_GET_EMU_ID	5011	lf jablotron econfig	lf jablotron emu get	Implemented
LF Idteck	DATA_CMD_IDTECK_WRITE_TO_T55XX	3018	lf idteck write	lf idteck write	Implemented
LF Idteck	DATA_CMD_IDTECK_SET_EMU_ID	5012	lf idteck econfig	lf idteck emu set	Implemented
LF Idteck	DATA_CMD_IDTECK_GET_EMU_ID	5013	lf idteck econfig	lf idteck emu get	Implemented
LF Generic/T55xx	DATA_CMD_LF_T55XX_WRITE	3016	lf clone (generic path)	(internal, used by protocol write cmds)	Implemented	no standalone raw-block-write leaf confirmed in Lean; verify
LF Generic/T55xx	DATA_CMD_LF_SNIFF	3031	lf sniff	lf sniff	Implemented
LF Generic/T55xx	DATA_CMD_ADC_GENERIC_READ	3009	lf generic adcread	lf adc	Implemented
LF Generic/T55xx	DATA_CMD_GENERIC_READ	3007	MISSING (firmware handler unregistered)	MISSING	Gap	defined but not wired up in firmware
LF Generic/T55xx	DATA_CMD_CORR_GENERIC_READ	3008	MISSING (firmware handler unregistered)	MISSING	Gap	defined but not wired up in firmware
Local analysis (no firmware cmd)	-	-	data hexsamples	MISSING	Gap	post-processes last lf sniff capture locally
Local analysis (no firmware cmd)	-	-	data plot	MISSING	Gap	post-processes last lf sniff capture locally
Local analysis (no firmware cmd)	-	-	data manrawdecode	MISSING	Gap	post-processes last lf sniff capture locally
Local analysis (no firmware cmd)	-	-	data modulation	MISSING	Gap	post-processes last lf sniff capture locally
REPL/meta	-	-	clear	clear	Implemented
REPL/meta	-	-	rem	rem	Implemented
REPL/meta	-	-	exit	exit	Implemented
REPL/meta	-	-	dump_help	dump_help	Implemented
REPL/meta	-	-	hw connect	hw connect	Implemented
REPL/meta	-	-	hw disconnect	hw disconnect	Implemented
